0,96.29
1,97.119995
2,97.63
3,98.25
4,98.38
5,98.42
6,98.17
7,98.57
8,98.5
9,98.58
10,98.67
11,98.59
12,98.76
13,98.729996
14,98.72
15,98.76
16,98.689995
17,98.84
18,98.75
19,98.81
20,98.89
21,98.77
22,98.93
23,98.96
24,98.86
25,98.89
26,98.86
27,98.979996
28,98.97
29,98.99
30,99.08
31,99.09
32,99.0
33,99.03
34,99.02
35,99.06
36,99.14
37,99.07
38,98.979996
39,99.119995
40,98.979996
41,99.09
42,99.03
43,99.09
44,99.11
45,99.06
46,99.119995
47,99.13
48,99.119995
49,99.159996
