0,90.200005
1,97.11
2,97.549995
3,97.829994
4,98.36
5,98.53
6,98.49
7,98.67
8,98.72
9,98.58
10,98.659996
11,98.83
12,98.83
13,98.78
14,98.78
15,98.84
16,98.7
17,99.01
18,98.94
19,98.93
20,98.979996
21,98.979996
22,99.08
23,99.049995
24,98.99
25,99.03
26,99.01
27,98.909996
28,99.03
29,99.09
30,99.119995
31,99.08
32,99.11
33,99.13
34,99.119995
35,99.1
36,99.22
37,99.14
38,99.2
39,99.26
40,99.159996
41,99.18
42,99.19
43,99.2
44,99.229996
45,99.21
46,99.229996
47,99.26
48,99.26
49,99.2
