0,36.67
1,96.7
2,97.42
3,97.84
4,98.29
5,98.439995
6,98.689995
7,98.74
8,98.6
9,98.619995
10,98.84
11,98.75
12,98.82
13,98.78
14,98.869995
15,98.909996
16,98.97
17,99.0
18,98.909996
19,99.0
20,99.119995
21,99.14
22,98.96
23,99.01
24,99.07
25,98.94
26,99.13
27,99.04
28,99.08
29,99.06
30,99.03
31,99.13
32,99.119995
33,99.159996
34,99.17
35,99.11
36,99.15
37,99.21
38,99.18
39,99.06
40,99.15
41,99.17
42,99.2
43,99.22
44,99.2
45,99.18
46,99.15
47,99.21
48,99.19
49,99.22
