0,89.07
1,91.43
2,92.69
3,93.93
4,94.76
5,95.810005
6,95.22
7,95.72
8,96.12
9,96.64
10,96.57
11,96.75
12,97.34
13,96.97
14,97.32
15,97.05
16,96.44
17,97.43
18,97.25
19,97.36
20,97.53999
21,97.479996
22,97.32
23,97.61
24,97.71
25,97.45
26,97.75
27,97.799995
28,97.729996
29,97.75
30,97.99
31,97.979996
32,97.899994
33,98.049995
34,97.97
35,97.92
36,98.14
37,98.02
38,98.18
39,98.119995
40,98.119995
41,97.93
42,98.11
43,98.14
44,98.14
45,98.159996
46,98.17
47,98.27
48,98.27
49,98.31
