0,84.61
1,89.41
2,90.47
3,93.78
4,93.85
5,95.14
6,95.420006
7,96.08
8,96.200005
9,96.26
10,96.26
11,96.89
12,96.93
13,96.79
14,97.119995
15,97.53
16,97.57
17,97.399994
18,96.979996
19,97.579994
20,97.82
21,97.81
22,97.49
23,97.81
24,97.77
25,96.94
26,97.579994
27,97.299995
28,97.77
29,97.729996
30,97.61
31,97.869995
32,97.99
33,98.009995
34,97.7
35,97.92
36,97.84
37,98.119995
38,97.869995
39,98.079994
40,98.079994
41,97.92
42,97.6
43,97.869995
44,98.17
45,97.93
46,98.079994
47,98.0
48,97.99
49,98.22
50,98.02
51,97.93
52,98.1
53,98.17
54,98.299995
55,98.229996
56,98.22
57,98.24
58,97.92
59,98.18
60,98.21
61,98.189995
62,98.159996
63,98.299995
64,98.36
65,98.39
66,98.25
67,98.07
68,98.07
69,98.229996
70,98.27
71,98.29
72,98.409996
73,98.09
74,98.27
75,98.329994
76,98.07
77,98.38
78,98.329994
79,98.42
80,98.439995
81,98.46
82,98.42
83,98.409996
84,98.43
85,98.27
86,98.439995
87,98.329994
88,98.42
89,98.22
90,98.439995
91,98.479996
92,98.35
93,98.49
94,98.25
95,98.509995
96,98.38
97,98.38
98,98.35
99,98.479996
100,98.479996
101,98.43
102,98.46
103,98.259995
104,98.479996
105,98.34
106,98.479996
107,98.45
108,98.479996
109,98.46
110,98.52
111,98.53
112,98.369995
113,98.53
114,98.52
115,98.46
116,98.45
117,98.369995
118,98.479996
119,98.53
120,98.46
121,98.43
122,98.53
123,98.56
124,98.42
125,98.509995
126,98.47
127,98.509995
128,98.57
129,98.549995
130,98.49
131,98.479996
132,98.58
133,98.549995
134,98.59
135,98.47
136,98.58
137,98.61
138,98.56
139,98.54
140,98.54
141,98.47
142,98.549995
143,98.549995
144,98.549995
145,98.59
146,98.59
147,98.56
148,98.58
149,98.57
